id,post_id,author_id,parent_comment_id,body,created_at,updated_at,deleted_at,version
1531,687,1212,,Şişli solidarity. The 'which is harder' debate is the apartment ritual.,2026-04-27 14:28:30.739929+00,2026-04-27 14:28:30.739929+00,,0
1532,687,1230,,Bornova nods. Cooking together is the negotiation tool.,2026-04-26 23:46:56.739929+00,2026-04-26 23:46:56.739929+00,,0
1533,688,1206,,Role-play is undervalued in PM training. Three reps is the bar.,2026-05-06 19:47:51.051424+00,2026-05-06 19:47:51.051424+00,,0
1534,688,1228,,Going to ask for this exercise. Stealing.,2026-05-05 21:01:31.051424+00,2026-05-05 21:01:31.051424+00,,0
1535,688,1227,,Same lesson. Practice in low-stakes rooms before high-stakes ones.,2026-05-06 20:05:13.051424+00,2026-05-06 20:05:13.051424+00,,0
1536,689,1206,,One-pagers are the senior PM skill. Saving the line about compression-as-taste.,2026-04-22 23:55:34.678453+00,2026-04-22 23:55:34.678453+00,,0
1537,689,1227,,Going to compress my own. Three to one is the right ratio.,2026-04-23 19:31:09.678453+00,2026-04-23 19:31:09.678453+00,,0
1538,690,1228,,Bursa solidarity. The university gardens are foundational.,2026-04-30 01:32:43.387482+00,2026-04-30 01:32:43.387482+00,,0
1539,690,1227,,Saving the image. Tea + sun + notebook is the formula.,2026-04-30 19:16:39.387482+00,2026-04-30 19:16:39.387482+00,,0
1540,691,1206,,The 'metrics we will not move' clause is what separates senior product spec writing. Save it.,2026-05-02 16:08:48.809345+00,2026-05-02 16:08:48.809345+00,,0
1541,691,1203,,Founders love this clause. Saves the painful 'why did this regress' meeting later.,2026-05-01 07:40:22.809345+00,2026-05-01 07:40:22.809345+00,,0
1542,692,1243,,The apology-as-insight is exactly right. People know what's broken; they don't think they're allowed to say.,2026-05-06 21:12:33.926584+00,2026-05-06 21:12:33.926584+00,,0
1543,692,1227,,Saving for my own interviews.,2026-05-07 01:07:30.926584+00,2026-05-07 01:07:30.926584+00,,0
1544,693,1196,,The ten-posts-zero-customers anti-pattern. Universal.,2026-04-19 12:07:00.210891+00,2026-04-19 12:07:00.210891+00,,0
1545,693,1249,,Same pattern at my friend's site. Saving the framing.,2026-04-18 14:37:20.210891+00,2026-04-18 14:37:20.210891+00,,0
1546,693,1224,,Going to do the same audit for my bootcamp's site.,2026-04-18 13:29:47.210891+00,2026-04-18 13:29:47.210891+00,,0
1547,694,1196,,GA4 + great writing is the rare combo. Two hours a day is the right investment.,2026-04-29 17:16:42.315801+00,2026-04-29 17:16:42.315801+00,,0
1548,694,1212,,Same advice from my mentor — visualization + writing. Compound.,2026-05-01 11:10:43.315801+00,2026-05-01 11:10:43.315801+00,,0
1549,695,1196,,Cuts > details. The fundamental writing law. Saving.,2026-05-04 06:34:21.709375+00,2026-05-04 06:34:21.709375+00,,0
1550,695,1243,,Saving for my one-pagers.,2026-05-03 01:10:19.709375+00,2026-05-03 01:10:19.709375+00,,0
1551,696,1216,,Bakırköy solidarity. The marina walk is the writer's office.,2026-05-03 18:44:12.680549+00,2026-05-03 18:44:12.680549+00,,0
1552,696,1244,,Same neighbourhood. We should meet.,2026-05-03 13:08:27.680549+00,2026-05-03 13:08:27.680549+00,,0
1553,697,1196,,"Intent > volume since at least 2023, but it takes time to internalize. Old playbook is indeed dead.",2026-04-29 00:26:00.340194+00,2026-04-29 00:26:00.340194+00,,0
1554,697,1249,,Same observation. The volume-chasers haven't caught up.,2026-04-30 09:08:22.340194+00,2026-04-30 09:08:22.340194+00,,0
1555,698,1195,,10x is the universal stress test. The cache-strategy shift is the real lesson.,2026-04-20 13:45:09.088389+00,2026-04-20 13:45:09.088389+00,,0
1556,698,1204,,Going to make all my mentees do the 10x question.,2026-04-21 01:46:10.088389+00,2026-04-21 01:46:10.088389+00,,0
1557,698,1202,,Same exercise saved me in my first senior interview.,2026-04-21 01:11:21.088389+00,2026-04-21 01:11:21.088389+00,,0
1613,724,1210,,Socratic code review is the way. Will use this on my future juniors.,2026-05-08 11:38:18.34826+00,2026-05-08 11:38:18.34826+00,,0
1558,699,1195,,Delivery guarantees are the work. Glad you found that out before production found it for you.,2026-04-20 08:56:39.812474+00,2026-04-20 08:56:39.812474+00,,0
1559,699,1204,,Saving the framing. Most queue tutorials skip the guarantees discussion.,2026-04-18 06:56:42.812474+00,2026-04-18 06:56:42.812474+00,,0
1560,700,1225,,Graph mental model > scripts. Saving.,2026-05-07 00:16:19.783115+00,2026-05-07 00:16:19.783115+00,,0
1561,700,1212,,Same realization. dbt makes the dependencies visible.,2026-05-05 09:42:16.783115+00,2026-05-05 09:42:16.783115+00,,0
1562,701,1225,,Great-SQL > enough-SQL. Saving.,2026-04-18 06:53:30.811916+00,2026-04-18 06:53:30.811916+00,,0
1563,701,1212,,Clarity-as-skill is the senior bar.,2026-04-16 11:51:43.811916+00,2026-04-16 11:51:43.811916+00,,0
1564,702,1220,,Mamak grandmother solidarity.,2026-04-13 06:11:11.802593+00,2026-04-13 06:11:11.802593+00,,0
1565,702,1224,,Adana grandma is jealous.,2026-04-13 12:02:52.802593+00,2026-04-13 12:02:52.802593+00,,0
1566,703,1197,,GPS noise is the universal first lesson. Kalman filters or simpler? Start simpler.,2026-04-25 10:28:29.197092+00,2026-04-25 10:28:29.197092+00,,0
1567,703,1219,,Same problem I hit. The noise is the data engineer's problem masquerading as a mobile problem.,2026-04-24 13:48:52.197092+00,2026-04-24 13:48:52.197092+00,,0
1568,704,1197,,The one-paragraph 'why' is the production person's filter. Use it forever.,2026-04-20 10:42:36.015312+00,2026-04-20 10:42:36.015312+00,,0
1569,704,1219,,Saving the rewrite-five-times rhythm.,2026-04-22 13:27:28.015312+00,2026-04-22 13:27:28.015312+00,,0
1570,704,1206,,Same advice but in design clothing. Compression is taste.,2026-04-20 07:08:10.015312+00,2026-04-20 07:08:10.015312+00,,0
1571,705,1231,,Architecture-as-optimization is exactly right. The naive 'smaller images' move loses every time.,2026-04-09 06:50:57.678935+00,2026-04-09 06:50:57.678935+00,,0
1572,705,1219,,Saving the framing for my own profiling work.,2026-04-08 17:05:35.678935+00,2026-04-08 17:05:35.678935+00,,0
1573,706,1197,,Forest-morning + code-afternoon is a senior career configuration.,2026-04-30 01:22:43.211704+00,2026-04-30 01:22:43.211704+00,,0
1574,706,1231,,Cousin is wrong. Tekirdağ co-signs Sarıyer.,2026-04-30 21:18:48.211704+00,2026-04-30 21:18:48.211704+00,,0
1575,707,1196,,First paid SEO gig from an audit is the entry point. Congrats.,2026-05-04 23:12:41.420356+00,2026-05-04 23:12:41.420356+00,,0
1576,707,1245,,Same path. The one-page summary > the 30-page deck.,2026-05-05 04:06:55.420356+00,2026-05-05 04:06:55.420356+00,,0
1577,707,1216,,Saving for my own portfolio strategy.,2026-05-03 14:32:39.420356+00,2026-05-03 14:32:39.420356+00,,0
1578,708,1196,,Empathy-at-scale is the best SEO definition I've heard. Stealing.,2026-04-21 05:38:06.424316+00,2026-04-21 05:38:06.424316+00,,0
1579,708,1245,,Saving.,2026-04-23 14:36:04.424316+00,2026-04-23 14:36:04.424316+00,,0
1580,709,1217,,Esenyurt solidarity. The 'neighbourhood I resented' arc is universal.,2026-04-28 21:16:28.795842+00,2026-04-28 21:16:28.795842+00,,0
1581,709,1245,,Hometown reframing is a senior skill.,2026-04-26 08:01:40.795842+00,2026-04-26 08:01:40.795842+00,,0
1582,710,1214,,Paper > grayboxing for level design. Saving.,2026-04-21 03:05:17.160441+00,2026-04-21 03:05:17.160441+00,,0
1583,710,1197,,Paper-first is what separates the designers who ship from the ones who don't. Glad you found it early.,2026-04-18 22:17:15.160441+00,2026-04-18 22:17:15.160441+00,,0
1584,710,1206,,Same principle in product design. Paper > Figma for v1.,2026-04-20 17:50:37.160441+00,2026-04-20 17:50:37.160441+00,,0
1585,711,1214,,Readability > pretty. Saving for my narrative levels too.,2026-03-19 08:29:53.551509+00,2026-03-19 08:29:53.551509+00,,0
1586,711,1206,,Same in UX. Readable > pretty.,2026-03-17 09:03:28.551509+00,2026-03-17 09:03:28.551509+00,,0
1587,712,1214,,The designer-brain that never turns off is the gift. Save the observation.,2026-04-12 07:59:32.18687+00,2026-04-12 07:59:32.18687+00,,0
1588,712,1216,,Bakırköy market is the underrated design school.,2026-04-10 17:52:32.18687+00,2026-04-10 17:52:32.18687+00,,0
1589,713,1198,,The forgetting-the-middle is universal. Recording is the cure. Doing it again is the discipline.,2026-04-29 10:04:25.967176+00,2026-04-29 10:04:25.967176+00,,0
1590,713,1202,,Same first-time experience. Repetition is everything.,2026-04-29 23:22:15.967176+00,2026-04-29 23:22:15.967176+00,,0
1591,713,1220,,Saving. Going to do this myself.,2026-04-30 18:41:04.967176+00,2026-04-30 18:41:04.967176+00,,0
1592,714,1198,,Survival is the right first goal. The 60 seconds compound.,2026-05-02 11:34:07.517236+00,2026-05-02 11:34:07.517236+00,,0
1593,714,1202,,Toastmasters works. Stick with it.,2026-05-03 00:10:44.517236+00,2026-05-03 00:10:44.517236+00,,0
1594,715,1198,,Story > slides. The book is right; the cliche is earned.,2026-04-21 09:47:53.557934+00,2026-04-21 09:47:53.557934+00,,0
1595,715,1206,,Same in design presentations. The story drives the artifact.,2026-04-21 12:00:28.557934+00,2026-04-21 12:00:28.557934+00,,0
1596,716,1212,,Şişli study group solidarity. The 'we're all nervous' realization is the unlock.,2026-05-05 23:49:13.172308+00,2026-05-05 23:49:13.172308+00,,0
1597,716,1242,,Joining your group if you'll have me.,2026-05-06 21:25:43.172308+00,2026-05-06 21:25:43.172308+00,,0
1598,717,1198,,Metrics > feelings during skill-acquisition. Trust the process; the feeling catches up in month four.,2026-05-02 08:25:43.30666+00,2026-05-02 08:25:43.30666+00,,0
1599,717,1202,,Pace is the universal next thing. Saving.,2026-05-01 00:37:12.30666+00,2026-05-01 00:37:12.30666+00,,0
1600,718,1210,,Crash rate is the universal junior lesson. Sentry or Crashlytics — pick one tonight.,2026-05-10 05:34:30.019048+00,2026-05-10 05:34:30.019048+00,,0
1601,718,1219,,Same path. 50 testers and a crash rate is real-world ML.,2026-05-08 03:44:19.019048+00,2026-05-08 03:44:19.019048+00,,0
1602,718,1236,,TestFlight betas teach you more than tutorials. Save the crashes for retrospective.,2026-05-10 08:58:58.019048+00,2026-05-10 08:58:58.019048+00,,0
1603,719,1210,,SwiftData is the right starting point now. CoreData is for when you outgrow it.,2026-05-09 18:48:59.062431+00,2026-05-09 18:48:59.062431+00,,0
1604,719,1236,,Saving — same migration coming up for me.,2026-05-09 14:47:13.062431+00,2026-05-09 14:47:13.062431+00,,0
1605,720,1210,,Ship-compounds is the only line that matters. Saving.,2026-05-05 20:21:15.392738+00,2026-05-05 20:21:15.392738+00,,0
1606,720,1219,,True. Most stop shipping at year 5 and never recover.,2026-05-04 17:19:33.392738+00,2026-05-04 17:19:33.392738+00,,0
1607,721,1210,,Widgets are an architectural commitment. The shipping rate explains itself.,2026-04-26 23:01:22.342603+00,2026-04-26 23:01:22.342603+00,,0
1608,721,1236,,Saving — going to budget more time for my own widget work.,2026-04-26 12:05:54.342603+00,2026-04-26 12:05:54.342603+00,,0
1609,722,1204,,Pendik ferry solidarity. The commute is the sacred work block.,2026-05-09 02:02:53.975397+00,2026-05-09 02:02:53.975397+00,,0
1610,722,1219,,Kartal jealous of the ferry option.,2026-05-10 17:02:13.975397+00,2026-05-10 17:02:13.975397+00,,0
1611,723,1210,,"Modifier order is the SwiftUI tax. Pay it, never forget it.",2026-04-16 12:30:12.323473+00,2026-04-16 12:30:12.323473+00,,0
1612,723,1236,,Saving the framing. Foreign-language-with-grammar is exactly right.,2026-04-18 07:23:02.323473+00,2026-04-18 07:23:02.323473+00,,0
1614,724,1204,,Stealing the technique. Don't name it; let them find it.,2026-05-08 19:36:30.34826+00,2026-05-08 19:36:30.34826+00,,0
1615,725,1210,,Family-as-UX-research. The real users have always lived there.,2026-05-06 17:36:04.441444+00,2026-05-06 17:36:04.441444+00,,0
1616,725,1244,,Saving for my own user-research practice.,2026-05-05 19:37:48.441444+00,2026-05-05 19:37:48.441444+00,,0
1617,726,1210,,Toy implementation > documentation for understanding. Save this discipline.,2026-05-05 14:40:23.79644+00,2026-05-05 14:40:23.79644+00,,0
1618,726,1236,,Going to do the same with SwiftData internals.,2026-05-06 04:09:00.79644+00,2026-05-06 04:09:00.79644+00,,0
1619,727,1229,,Congratulations. The cert is the artifact; the persistence is the skill.,2026-04-28 20:05:02.16617+00,2026-04-28 20:05:02.16617+00,,0
1620,727,1207,,Hatay solidarity from Karşıyaka. Earned every page of it.,2026-04-27 10:38:27.16617+00,2026-04-27 10:38:27.16617+00,,0
1621,727,1226,,Saving the framing. The proof is in the continuing.,2026-04-25 21:02:59.16617+00,2026-04-25 21:02:59.16617+00,,0
1622,728,1200,,Self-directed learners are in demand. Believe it.,2026-05-10 14:12:11.472118+00,2026-05-10 14:12:11.472118+00,,0
1623,728,1223,,Diyarbakır co-signs Hatay. Remote-first found us both.,2026-05-09 21:43:38.472118+00,2026-05-09 21:43:38.472118+00,,0
1624,729,1229,,IAM is the actual cloud job. Everyone learns this through pain.,2026-05-08 06:05:45.961046+00,2026-05-08 06:05:45.961046+00,,0
1625,729,1200,,Saving — same conversation with every junior.,2026-05-09 13:45:18.961046+00,2026-05-09 13:45:18.961046+00,,0
1626,730,1229,,Hatay rebuilding is a story the country needs to hear more often.,2026-05-03 05:10:52.739021+00,2026-05-03 05:10:52.739021+00,,0
1627,730,1200,,Saving the image. Sending strength.,2026-05-03 00:38:14.739021+00,2026-05-03 00:38:14.739021+00,,0
1628,731,1200,,Plan-first is the right cognitive model for all infra. Save this preference.,2026-04-28 13:40:59.487782+00,2026-04-28 13:40:59.487782+00,,0
1629,731,1229,,Solidarity from Antalya. Terraform plan is calming.,2026-04-29 13:15:56.487782+00,2026-04-29 13:15:56.487782+00,,0
1630,732,1200,,Letter-to-past-self is the right reflection exercise. Saving for my own mentees.,2026-05-05 00:11:48.560736+00,2026-05-05 00:11:48.560736+00,,0
1631,732,1226,,Same exercise. Three pages was right. Going to edit mine too.,2026-05-05 02:42:13.560736+00,2026-05-05 02:42:13.560736+00,,0
1632,733,1247,,Real-data ETL is the only way to learn. The city writing back is the proof.,2026-04-10 21:43:10.658965+00,2026-04-10 21:43:10.658965+00,,0
1633,733,1253,,Saving the framing. Going to look at my own city's open data.,2026-04-10 19:49:35.658965+00,2026-04-10 19:49:35.658965+00,,0
1634,733,1225,,Local impact > tutorial repeats.,2026-04-10 17:14:34.658965+00,2026-04-10 17:14:34.658965+00,,0
1635,734,1259,,This is exactly what I've been doing — polishing a track instead of admitting the verse is weak. Going to rewrite tonight.,2026-05-03 02:34:09.555798+00,2026-05-03 02:34:09.555798+00,,0
1636,734,1266,,Saving. Same pattern in podcasting — editing what should have been re-recorded.,2026-05-05 00:21:11.555798+00,2026-05-05 00:21:11.555798+00,,0
1637,734,1258,,Translates one-to-one to cinematography. Lighting can't fix the blocking.,2026-05-04 07:11:09.555798+00,2026-05-04 07:11:09.555798+00,,0
1638,735,1266,,Three-system test is the move. Borrowing for podcast masters too.,2026-05-07 04:21:57.784217+00,2026-05-07 04:21:57.784217+00,,0
1639,735,1259,,Why is the car version always the harshest one?,2026-05-05 16:22:41.784217+00,2026-05-05 16:22:41.784217+00,,0
1640,736,1258,,Cihangir dinner solidarity. The collaborations always start at the kitchen sink.,2026-05-05 12:30:17.429607+00,2026-05-05 12:30:17.429607+00,,0
1641,736,1256,,Saving the visual. Drawing this for next time.,2026-05-05 03:59:12.429607+00,2026-05-05 03:59:12.429607+00,,0
1642,737,1259,,This is the conversation my classmates avoid. Plugin GAS is real.,2026-05-04 15:25:07.69552+00,2026-05-04 15:25:07.69552+00,,0
1643,737,1266,,Same advice for audio editing. The default tools are 90% of what you need.,2026-05-07 11:12:53.69552+00,2026-05-07 11:12:53.69552+00,,0
1644,737,1260,,Translates to filmmaking gear. Saving.,2026-05-04 17:07:35.69552+00,2026-05-04 17:07:35.69552+00,,0
1645,738,1261,,Caught myself asking the brushes question yesterday. Reframing tonight.,2026-05-04 19:57:27.186065+00,2026-05-04 19:57:27.186065+00,,0
1646,738,1214,,Same trap in game design — engine vs. game. Saving.,2026-05-05 09:08:21.186065+00,2026-05-05 09:08:21.186065+00,,0
1647,738,1258,,Lens questions vs. story questions. Universal hierarchy.,2026-05-05 00:07:03.186065+00,2026-05-05 00:07:03.186065+00,,0
1648,739,1261,,Joining you tomorrow. One minute is the right constraint.,2026-04-24 10:15:15.934436+00,2026-04-24 10:15:15.934436+00,,0
1649,739,1263,,Saving. Going to try with film stills — one a day.,2026-04-23 12:19:33.934436+00,2026-04-23 12:19:33.934436+00,,0
1650,739,1197,,Production solidarity. The constraint releases the noise.,2026-04-22 01:02:44.934436+00,2026-04-22 01:02:44.934436+00,,0
1651,740,1261,,Constraint-as-gift is the framing. Saving.,2026-04-25 08:59:44.224471+00,2026-04-25 08:59:44.224471+00,,0
1652,740,1262,,Writers love briefs like this. The 'no people' frees the cover to be about the mood.,2026-04-25 14:42:48.224471+00,2026-04-25 14:42:48.224471+00,,0
1653,741,1255,,Tatlı solidarity. Cihangir cats have the same union.,2026-04-21 16:34:08.906409+00,2026-04-21 16:34:08.906409+00,,0
1654,741,1257,,"Konya stray cats are also in the union, just less famous.",2026-04-22 03:51:22.906409+00,2026-04-22 03:51:22.906409+00,,0
1655,742,1261,,Going to delete an hour of eye-rendering from my current piece. Trust restored.,2026-05-03 03:07:10.836837+00,2026-05-03 03:07:10.836837+00,,0
1656,742,1263,,Translates to portrait photography. The simplest portrait reads loudest.,2026-05-02 16:58:26.836837+00,2026-05-02 16:58:26.836837+00,,0
1657,743,1263,,Writing captions before the trip is counterintuitive but brilliant. Going to try on my next field day.,2026-05-02 14:41:38.232043+00,2026-05-02 14:41:38.232043+00,,0
1658,743,1262,,The 'caption as standalone' rule applies to writing too. Saving.,2026-05-03 01:52:24.232043+00,2026-05-03 01:52:24.232043+00,,0
1659,743,1258,,Translates to documentary film. The voice-over should hold without the picture.,2026-05-02 18:14:07.232043+00,2026-05-02 18:14:07.232043+00,,0
1660,744,1263,,Saving the ratio framing. I keep three times too much.,2026-05-05 05:13:13.365397+00,2026-05-05 05:13:13.365397+00,,0
1661,744,1256,,Same in drawing. Editing is the actual craft.,2026-05-03 02:18:00.365397+00,2026-05-03 02:18:00.365397+00,,0
1662,745,1263,,This is a clean line I needed to hear stated this directly. Saving.,2026-05-08 01:19:21.617439+00,2026-05-08 01:19:21.617439+00,,0
1663,745,1262,,Same line in journalism — never paraphrase a quote and call it direct.,2026-05-08 19:22:47.617439+00,2026-05-08 19:22:47.617439+00,,0
1664,746,1263,,Antalya light is different but the slowness lesson translates.,2026-05-09 07:34:53.950223+00,2026-05-09 07:34:53.950223+00,,0
1665,746,1197,,"Erzurum solidarity. Different light, same retreat.",2026-05-08 18:31:51.950223+00,2026-05-08 18:31:51.950223+00,,0
1666,747,1260,,Spent a year obsessing over cameras before learning to block a scene. Painful lesson.,2026-05-01 02:04:37.232281+00,2026-05-01 02:04:37.232281+00,,0
1667,747,1257,,Same in photojournalism. The body is the last 10%.,2026-05-03 16:23:07.232281+00,2026-05-03 16:23:07.232281+00,,0
1668,747,1197,,Production solidarity. The choices are the work.,2026-05-01 23:55:20.232281+00,2026-05-01 23:55:20.232281+00,,0
1669,748,1260,,Mirror is the textbook. Five viewings and I still see new things.,2026-05-05 13:16:28.096088+00,2026-05-05 13:16:28.096088+00,,0
1670,748,1198,,"Same lesson in research papers — slow reading first, fast skimming later.",2026-05-04 22:59:17.096088+00,2026-05-04 22:59:17.096088+00,,0
1671,748,1214,,Saving for narrative game inspiration.,2026-05-05 22:24:37.096088+00,2026-05-05 22:24:37.096088+00,,0
1672,749,1260,,Going to call my sound designer tonight and apologize.,2026-04-10 19:48:33.771332+00,2026-04-10 19:48:33.771332+00,,0
1673,749,1266,,Audio person nodding aggressively at the back.,2026-04-11 11:31:48.771332+00,2026-04-11 11:31:48.771332+00,,0
1674,749,1255,,Music people agree. Picture without song is a clip; song without picture is a song.,2026-04-11 04:26:41.771332+00,2026-04-11 04:26:41.771332+00,,0
1675,750,1257,,AA days solidarity. The 'everything except work' conversation is the work.,2026-05-08 19:03:20.684456+00,2026-05-08 19:03:20.684456+00,,0
1676,750,1255,,"Same nights in Cihangir. Drink, complain, collaborate the next day.",2026-05-07 22:59:08.684456+00,2026-05-07 22:59:08.684456+00,,0
1677,751,1262,,Same problem in fiction writing. The structure becomes the trap.,2026-05-05 15:00:58.186548+00,2026-05-05 15:00:58.186548+00,,0
1678,751,1260,,Reading it now. The first read was useless; the third is starting to click.,2026-05-06 16:03:03.186548+00,2026-05-06 16:03:03.186548+00,,0
1679,752,1260,,Cutting my treatment from 18 to 8 pages tonight.,2026-03-22 20:02:41.453842+00,2026-03-22 20:02:41.453842+00,,0
1680,752,1214,,Game-design version: cut the scope to one mechanic. Saving.,2026-03-22 14:09:07.453842+00,2026-03-22 14:09:07.453842+00,,0
1681,752,1206,,Done > abandoned. Universal craft law.,2026-03-24 06:32:00.453842+00,2026-03-24 06:32:00.453842+00,,0
1682,753,1255,,Unevenness-as-diagnostic is exactly right. Saving the framing.,2026-05-06 22:31:33.40739+00,2026-05-06 22:31:33.40739+00,,0
1683,753,1266,,Audio side: same lesson with takes. The bad take shows you what to fix.,2026-05-05 10:26:31.40739+00,2026-05-05 10:26:31.40739+00,,0
1684,753,1265,,Theater warm-up principle. Each rep reveals a different gap.,2026-05-06 13:09:02.40739+00,2026-05-06 13:09:02.40739+00,,0
1685,754,1255,,The 'why play' question is the only honest one. Three pages is the right answer length.,2026-04-30 21:52:14.430373+00,2026-04-30 21:52:14.430373+00,,0
1686,754,1260,,"Same energy: 'why film, not why study film' — saving this for my own work.",2026-05-01 15:17:39.430373+00,2026-05-01 15:17:39.430373+00,,0
1687,755,1255,,Cihangir solidarity. The walk is the warm-up.,2026-04-14 01:54:15.440914+00,2026-04-14 01:54:15.440914+00,,0
1688,755,1256,,"Kadıköy nods. Different bridge, same walk.",2026-04-13 13:21:37.440914+00,2026-04-13 13:21:37.440914+00,,0
1689,756,1258,,Crying for the unmade is a senior craft move. Save the feeling for when you're cutting someone else's 18 down to 8.,2026-04-29 15:47:15.295623+00,2026-04-29 15:47:15.295623+00,,0
1690,756,1262,,Same energy in writing — cutting darlings.,2026-04-28 16:06:27.295623+00,2026-04-28 16:06:27.295623+00,,0
1691,756,1214,,Game design cut grief. Solidarity.,2026-04-28 01:05:26.295623+00,2026-04-28 01:05:26.295623+00,,0
1692,757,1258,,'Scared silences' is the most accurate beginner diagnosis I've read. Keep the line.,2026-03-29 11:35:35.40063+00,2026-03-29 11:35:35.40063+00,,0
1693,757,1198,,Translates to academic writing — fearful gaps vs. confident pauses. Saving.,2026-03-28 17:33:11.40063+00,2026-03-28 17:33:11.40063+00,,0
1694,758,1258,,The 240x ratio is a real metric. Don't fight it.,2026-04-24 12:37:32.708161+00,2026-04-24 12:37:32.708161+00,,0
1695,758,1262,,Same with prose. The hour-per-paragraph rate during real edits.,2026-04-24 00:44:36.708161+00,2026-04-24 00:44:36.708161+00,,0
1696,759,1258,,Bursa film club is the reason cinema outside Istanbul still has a heartbeat.,2026-04-27 23:43:39.698471+00,2026-04-27 23:43:39.698471+00,,0
1697,759,1262,,Solidarity from Adana. The small-city film club is its own institution.,2026-04-26 05:50:15.698471+00,2026-04-26 05:50:15.698471+00,,0
1698,760,1256,,"Day seven worse than day one is a feature, not a bug. You're seeing your work differently now.",2026-04-21 04:09:30.35857+00,2026-04-21 04:09:30.35857+00,,0
1699,760,1263,,Same lesson in photography. Bad days are the diagnostic.,2026-04-22 23:10:50.35857+00,2026-04-22 23:10:50.35857+00,,0
1700,760,1214,,Saving — same pattern in pixel art.,2026-04-23 06:12:56.35857+00,2026-04-23 06:12:56.35857+00,,0
1701,761,1256,,The 'I don't know — good' moment is the start of voice work. Saving.,2026-05-05 14:03:30.045508+00,2026-05-05 14:03:30.045508+00,,0
1702,761,1262,,Same with writing. The 'I don't know' is where the story lives.,2026-05-05 23:00:05.045508+00,2026-05-05 23:00:05.045508+00,,0
1703,762,1263,,Eskişehir is criminally good for studies. Saving the location for my next field day.,2026-04-09 11:21:00.395904+00,2026-04-09 11:21:00.395904+00,,0
1704,762,1226,,Anadolu solidarity. The old town is the best classroom.,2026-04-07 23:09:40.395904+00,2026-04-07 23:09:40.395904+00,,0
1705,763,1256,,Cool > world is the trap. Saving.,2026-05-09 11:40:56.407471+00,2026-05-09 11:40:56.407471+00,,0
1706,763,1214,,Same in game design — flashy mechanic vs. world-building mechanic.,2026-05-09 11:47:26.407471+00,2026-05-09 11:47:26.407471+00,,0
1707,764,1263,,Wish I had this with another photographer in Antalya. The breakfast critique is the institution.,2026-05-04 09:18:35.923737+00,2026-05-04 09:18:35.923737+00,,0
1708,764,1262,,Same energy in writers' households. Brutal and kind.,2026-05-02 20:54:04.923737+00,2026-05-02 20:54:04.923737+00,,0
1709,765,1258,,Same in cinematography. The shot that looks effortless took the longest.,2026-05-04 20:35:31.120893+00,2026-05-04 20:35:31.120893+00,,0
1710,765,1256,,Illustration cousins of this principle. Saving.,2026-05-03 00:42:29.120893+00,2026-05-03 00:42:29.120893+00,,0
1711,765,1261,,Adding to my reading list. The 'easy sentence' lesson is universal.,2026-05-04 00:01:05.120893+00,2026-05-04 00:01:05.120893+00,,0
1712,766,1258,,Cut > rewrite is the universal craft law. Saving forever.,2026-04-30 14:02:11.828616+00,2026-04-30 14:02:11.828616+00,,0
1713,766,1260,,Cinema version of the same lesson. Cut what the cut tells us.,2026-04-28 22:30:42.828616+00,2026-04-28 22:30:42.828616+00,,0
1714,767,1234,,Adana morning solidarity. The deleted words are also the work.,2026-05-11 01:26:59.285861+00,2026-05-11 01:26:59.285861+00,,0
1715,767,1261,,Stealing the morning sanctity. Going to try tomorrow.,2026-05-10 16:28:33.285861+00,2026-05-10 16:28:33.285861+00,,0
1716,768,1257,,Trust > technique is the lesson. Eleven frames is fast for a portrait worth keeping.,2026-05-09 08:45:34.314542+00,2026-05-09 08:45:34.314542+00,,0
1717,768,1258,,Same in documentary film. The camera disappears when the relationship is built.,2026-05-08 10:37:31.314542+00,2026-05-08 10:37:31.314542+00,,0
1718,768,1262,,Translates to nonfiction writing. Saving.,2026-05-08 20:38:49.314542+00,2026-05-08 20:38:49.314542+00,,0
1719,769,1257,,Not joking. Best exercise I know for documentary work. Saves you from the wrong photos.,2026-04-29 00:57:29.533346+00,2026-04-29 00:57:29.533346+00,,0
1720,769,1262,,Same exercise translates to fiction — outline before writing. Saving.,2026-04-29 12:26:45.533346+00,2026-04-29 12:26:45.533346+00,,0
1721,770,1257,,Konya is the same — three cities a day. The graduation from tourist is the craft moment.,2026-04-06 14:16:45.853118+00,2026-04-06 14:16:45.853118+00,,0
1722,770,1229,,Antalya solidarity. 6am at the marina is unmatched.,2026-04-06 18:17:00.853118+00,2026-04-06 18:17:00.853118+00,,0
1723,771,1257,,Two frames after twenty minutes is a senior ratio. Glad you saw it that way.,2026-05-07 12:56:57.238738+00,2026-05-07 12:56:57.238738+00,,0
1724,771,1262,,Time-as-budget. Saving for nonfiction writing.,2026-05-07 13:40:37.238738+00,2026-05-07 13:40:37.238738+00,,0
1725,772,1255,,Repetition-without-contempt is the music studio mantra too. Saving.,2026-04-20 09:07:55.004276+00,2026-04-20 09:07:55.004276+00,,0
1726,772,1258,,"Same in lighting practice. Take, fail, take again.",2026-04-22 19:13:33.004276+00,2026-04-22 19:13:33.004276+00,,0
1727,773,1258,,Beyoğlu midnight walks are restorative. Different tired is the right tired.,2026-04-28 09:11:15.890811+00,2026-04-28 09:11:15.890811+00,,0
